Logging to /home/jonathan/Documents/projects/autoresearch/runs/run_020/run.log
Initial config written to /home/jonathan/Documents/projects/autoresearch/runs/run_020/config.json
Detected GPU: Radeon 8060S Graphics -> peak BF16 FLOPS: 1.4e+14
Vocab size: 402
Model config: {'sequence_len': 8192, 'vocab_size': 402, 'n_layer': 12, 'n_head': 9, 'n_kv_head': 9, 'n_embd': 576, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 231,552
  value_embeds            : 1,389,312
  lm_head                 : 231,552
  transformer_matrices    : 47,777,472
  scalars                 : 24
  total                   : 49,629,912
Estimated FLOPs per token: 7.127274e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.154701
ROCm: patched InductorBenchmarker (ZeroDivisionError fix)
torch.compile: enabled
Time budget: 57600s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 5.995856 | lrm: 1.00 | dt: 43482ms | tok/sec: 3,014 | mfu: 1.5% | epoch: 1 | remaining: 57600s    
step 00001 (0.0%) | loss: 5.706108 | lrm: 1.00 | dt: 6451ms | tok/sec: 20,317 | mfu: 10.4% | epoch: 1 | remaining: 57600s    
step 00002 (0.0%) | loss: 5.004109 | lrm: 1.00 | dt: 6517ms | tok/sec: 20,112 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00003 (0.0%) | loss: 4.528487 | lrm: 1.00 | dt: 6511ms | tok/sec: 20,130 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00004 (0.0%) | loss: 4.191992 | lrm: 1.00 | dt: 6513ms | tok/sec: 20,125 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00005 (0.0%) | loss: 3.890599 | lrm: 1.00 | dt: 6518ms | tok/sec: 20,108 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00006 (0.0%) | loss: 3.791920 | lrm: 1.00 | dt: 6531ms | tok/sec: 20,068 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00007 (0.0%) | loss: 3.660125 | lrm: 1.00 | dt: 6515ms | tok/sec: 20,117 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00008 (0.0%) | loss: 3.527689 | lrm: 1.00 | dt: 6521ms | tok/sec: 20,100 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00009 (0.0%) | loss: 3.461213 | lrm: 1.00 | dt: 6515ms | tok/sec: 20,118 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00010 (0.0%) | loss: 3.375362 | lrm: 1.00 | dt: 6530ms | tok/sec: 20,073 | mfu: 10.3% | epoch: 1 | remaining: 57600s    
step 00011 (0.0%) | loss: 3.313925 | lrm: 1.00 | dt: 6535ms | tok/sec: 20,057 | mfu: 10.3% | epoch: 1 | remaining: 57593s    
step 00012 (0.0%) | loss: 3.245249 | lrm: 1.00 | dt: 6533ms | tok/sec: 20,064 | mfu: 10.3% | epoch: 1 | remaining: 57587s    
step 00013 (0.0%) | loss: 3.189441 | lrm: 1.00 | dt: 6528ms | tok/sec: 20,077 | mfu: 10.3% | epoch: 1 | remaining: 57580s    
step 00014 (0.0%) | loss: 3.130878 | lrm: 1.00 | dt: 6537ms | tok/sec: 20,051 | mfu: 10.3% | epoch: 1 | remaining: 57574s    
step 00015 (0.0%) | loss: 3.086768 | lrm: 1.00 | dt: 6533ms | tok/sec: 20,061 | mfu: 10.3% | epoch: 1 | remaining: 57567s    
step 00016 (0.1%) | loss: 3.018178 | lrm: 1.00 | dt: 6527ms | tok/sec: 20,081 | mfu: 10.3% | epoch: 1 | remaining: 57561s    
step 00017 (0.1%) | loss: 2.954609 | lrm: 1.00 | dt: 6536ms | tok/sec: 20,054 | mfu: 10.3% | epoch: 1 | remaining: 57554s    
step 00018 (0.1%) | loss: 2.891655 | lrm: 1.00 | dt: 6550ms | tok/sec: 20,011 | mfu: 10.2% | epoch: 1 | remaining: 57548s    
step 00019 (0.1%) | loss: 2.824657 | lrm: 1.00 | dt: 6544ms | tok/sec: 20,029 | mfu: 10.2% | epoch: 1 | remaining: 57541s    
step 00020 (0.1%) | loss: 2.781584 | lrm: 1.00 | dt: 6542ms | tok/sec: 20,035 | mfu: 10.3% | epoch: 1 | remaining: 57535s    
step 00021 (0.1%) | loss: 2.740723 | lrm: 1.00 | dt: 6538ms | tok/sec: 20,048 | mfu: 10.3% | epoch: 1 | remaining: 57528s    
step 00022 (0.1%) | loss: 2.692198 | lrm: 1.00 | dt: 6539ms | tok/sec: 20,046 | mfu: 10.3% | epoch: 1 | remaining: 57522s    
step 00023 (0.1%) | loss: 2.620194 | lrm: 1.00 | dt: 6539ms | tok/sec: 20,045 | mfu: 10.3% | epoch: 1 | remaining: 57515s    
step 00024 (0.1%) | loss: 2.555910 | lrm: 1.00 | dt: 6537ms | tok/sec: 20,050 | mfu: 10.3% | epoch: 1 | remaining: 57508s    
step 00025 (0.2%) | loss: 2.494238 | lrm: 1.00 | dt: 6544ms | tok/sec: 20,030 | mfu: 10.2% | epoch: 1 | remaining: 57502s    
step 00026 (0.2%) | loss: 2.452517 | lrm: 1.00 | dt: 6556ms | tok/sec: 19,992 | mfu: 10.2% | epoch: 1 | remaining: 57495s    
step 00027 (0.2%) | loss: 2.389272 | lrm: 1.00 | dt: 6540ms | tok/sec: 20,040 | mfu: 10.3% | epoch: 1 | remaining: 57489s    
step 00028 (0.2%) | loss: 2.342401 | lrm: 1.00 | dt: 6521ms | tok/sec: 20,100 | mfu: 10.3% | epoch: 1 | remaining: 57482s    
step 00029 (0.2%) | loss: 2.301983 | lrm: 1.00 | dt: 6554ms | tok/sec: 19,999 | mfu: 10.2% | epoch: 1 | remaining: 57476s    
step 00030 (0.2%) | loss: 2.259471 | lrm: 1.00 | dt: 6548ms | tok/sec: 20,018 | mfu: 10.2% | epoch: 1 | remaining: 57469s    
step 00031 (0.2%) | loss: 2.218827 | lrm: 1.00 | dt: 6535ms | tok/sec: 20,056 | mfu: 10.3% | epoch: 1 | remaining: 57463s    
step 00032 (0.2%) | loss: 2.176472 | lrm: 1.00 | dt: 6540ms | tok/sec: 20,042 | mfu: 10.3% | epoch: 1 | remaining: 57456s    
step 00033 (0.2%) | loss: 2.130930 | lrm: 1.00 | dt: 6538ms | tok/sec: 20,047 | mfu: 10.3% | epoch: 1 | remaining: 57450s    
step 00034 (0.3%) | loss: 2.115917 | lrm: 1.00 | dt: 6543ms | tok/sec: 20,032 | mfu: 10.2% | epoch: 1 | remaining: 57443s    
step 00035 (0.3%) | loss: 2.060532 | lrm: 1.00 | dt: 6542ms | tok/sec: 20,036 | mfu: 10.3% | epoch: 1 | remaining: 57437s    
step 00036 (0.3%) | loss: 2.022976 | lrm: 1.00 | dt: 6543ms | tok/sec: 20,032 | mfu: 10.2% | epoch: 1 | remaining: 57430s    
step 00037 (0.3%) | loss: 1.981395 | lrm: 1.00 | dt: 6552ms | tok/sec: 20,004 | mfu: 10.2% | epoch: 1 | remaining: 57423s    
step 00038 (0.3%) | loss: 1.939095 | lrm: 1.00 | dt: 6541ms | tok/sec: 20,037 | mfu: 10.3% | epoch: 1 | remaining: 57417s    
step 00039 (0.3%) | loss: 1.916211 | lrm: 1.00 | dt: 6552ms | tok/sec: 20,004 | mfu: 10.2% | epoch: 1 | remaining: 57410s    
step 00040 (0.3%) | loss: 1.887809 | lrm: 1.00 | dt: 6524ms | tok/sec: 20,089 | mfu: 10.3% | epoch: 1 | remaining: 57404s    
step 00041 (0.3%) | loss: 1.853499 | lrm: 1.00 | dt: 6534ms | tok/sec: 20,061 | mfu: 10.3% | epoch: 1 | remaining: 57397s    
step 00042 (0.4%) | loss: 1.819228 | lrm: 1.00 | dt: 6531ms | tok/sec: 20,068 | mfu: 10.3% | epoch: 1 | remaining: 57391s    
