Logging to /home/jonathan/Documents/projects/autoresearch/runs/run_004/run.log
Initial config written to /home/jonathan/Documents/projects/autoresearch/runs/run_004/config.json
Detected GPU: Radeon 8060S Graphics -> peak BF16 FLOPS: 1.4e+14
Vocab size: 341
Model config: {'sequence_len': 2048, 'vocab_size': 341, 'n_layer': 12, 'n_head': 9, 'n_kv_head': 9, 'n_embd': 576, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 196,416
  value_embeds            : 1,178,496
  lm_head                 : 196,416
  transformer_matrices    : 47,777,472
  scalars                 : 24
  total                   : 49,348,824
Estimated FLOPs per token: 3.940116e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.154701
torch.compile: disabled on ROCm
Time budget: 3600s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 5.832205 | lrm: 1.00 | dt: 7170ms | tok/sec: 27,420 | mfu: 7.8% | epoch: 1 | remaining: 3600s    
step 00001 (0.0%) | loss: 6.275880 | lrm: 1.00 | dt: 7384ms | tok/sec: 26,625 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00002 (0.0%) | loss: 5.676335 | lrm: 1.00 | dt: 7429ms | tok/sec: 26,463 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00003 (0.0%) | loss: 4.965256 | lrm: 1.00 | dt: 7430ms | tok/sec: 26,461 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00004 (0.0%) | loss: 4.435862 | lrm: 1.00 | dt: 7428ms | tok/sec: 26,468 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00005 (0.0%) | loss: 4.033834 | lrm: 1.00 | dt: 7431ms | tok/sec: 26,457 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00006 (0.0%) | loss: 3.910129 | lrm: 1.00 | dt: 7421ms | tok/sec: 26,493 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00007 (0.0%) | loss: 3.807405 | lrm: 1.00 | dt: 7425ms | tok/sec: 26,478 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00008 (0.0%) | loss: 3.676438 | lrm: 1.00 | dt: 7437ms | tok/sec: 26,435 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00009 (0.0%) | loss: 3.541670 | lrm: 1.00 | dt: 7438ms | tok/sec: 26,433 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00010 (0.0%) | loss: 3.464583 | lrm: 1.00 | dt: 7457ms | tok/sec: 26,366 | mfu: 7.5% | epoch: 1 | remaining: 3600s    
step 00011 (0.0%) | loss: 3.368941 | lrm: 1.00 | dt: 7450ms | tok/sec: 26,391 | mfu: 7.5% | epoch: 1 | remaining: 3593s    
step 00012 (0.2%) | loss: 3.289793 | lrm: 1.00 | dt: 7450ms | tok/sec: 26,390 | mfu: 7.5% | epoch: 1 | remaining: 3585s    
step 00013 (0.4%) | loss: 3.274288 | lrm: 1.00 | dt: 7446ms | tok/sec: 26,405 | mfu: 7.5% | epoch: 1 | remaining: 3578s    
step 00014 (0.6%) | loss: 3.173492 | lrm: 1.00 | dt: 7469ms | tok/sec: 26,324 | mfu: 7.4% | epoch: 1 | remaining: 3570s    
step 00015 (0.8%) | loss: 3.103514 | lrm: 1.00 | dt: 7458ms | tok/sec: 26,361 | mfu: 7.5% | epoch: 1 | remaining: 3563s    
step 00016 (1.0%) | loss: 3.074141 | lrm: 1.00 | dt: 7462ms | tok/sec: 26,346 | mfu: 7.5% | epoch: 1 | remaining: 3555s    
step 00017 (1.2%) | loss: 3.042856 | lrm: 1.00 | dt: 7469ms | tok/sec: 26,324 | mfu: 7.4% | epoch: 1 | remaining: 3548s    
step 00018 (1.5%) | loss: 2.974817 | lrm: 1.00 | dt: 7464ms | tok/sec: 26,340 | mfu: 7.5% | epoch: 1 | remaining: 3540s    
step 00019 (1.7%) | loss: 2.914579 | lrm: 1.00 | dt: 7468ms | tok/sec: 26,326 | mfu: 7.4% | epoch: 1 | remaining: 3533s    
step 00020 (1.9%) | loss: 2.863961 | lrm: 1.00 | dt: 7470ms | tok/sec: 26,319 | mfu: 7.4% | epoch: 1 | remaining: 3525s    
step 00021 (2.1%) | loss: 2.793593 | lrm: 1.00 | dt: 7466ms | tok/sec: 26,332 | mfu: 7.4% | epoch: 1 | remaining: 3518s    
step 00022 (2.3%) | loss: 2.778325 | lrm: 1.00 | dt: 7471ms | tok/sec: 26,317 | mfu: 7.4% | epoch: 1 | remaining: 3510s    
step 00023 (2.5%) | loss: 2.746125 | lrm: 1.00 | dt: 7471ms | tok/sec: 26,317 | mfu: 7.4% | epoch: 1 | remaining: 3503s    
step 00024 (2.7%) | loss: 2.696488 | lrm: 1.00 | dt: 7474ms | tok/sec: 26,304 | mfu: 7.4% | epoch: 1 | remaining: 3496s    
step 00025 (2.9%) | loss: 2.656636 | lrm: 1.00 | dt: 7476ms | tok/sec: 26,300 | mfu: 7.4% | epoch: 1 | remaining: 3488s    
step 00026 (3.1%) | loss: 2.597680 | lrm: 1.00 | dt: 7474ms | tok/sec: 26,304 | mfu: 7.4% | epoch: 1 | remaining: 3481s    
step 00027 (3.3%) | loss: 2.547111 | lrm: 1.00 | dt: 7473ms | tok/sec: 26,307 | mfu: 7.4% | epoch: 1 | remaining: 3473s    
step 00028 (3.5%) | loss: 2.496483 | lrm: 1.00 | dt: 7470ms | tok/sec: 26,319 | mfu: 7.4% | epoch: 1 | remaining: 3466s    
step 00029 (3.7%) | loss: 2.452649 | lrm: 1.00 | dt: 7475ms | tok/sec: 26,302 | mfu: 7.4% | epoch: 1 | remaining: 3458s    
step 00030 (3.9%) | loss: 2.414891 | lrm: 1.00 | dt: 7474ms | tok/sec: 26,304 | mfu: 7.4% | epoch: 1 | remaining: 3451s    
step 00031 (4.1%) | loss: 2.374386 | lrm: 1.00 | dt: 7479ms | tok/sec: 26,288 | mfu: 7.4% | epoch: 1 | remaining: 3443s    
step 00032 (4.4%) | loss: 2.323832 | lrm: 1.00 | dt: 7483ms | tok/sec: 26,274 | mfu: 7.4% | epoch: 1 | remaining: 3436s    
step 00033 (4.6%) | loss: 2.288352 | lrm: 1.00 | dt: 7480ms | tok/sec: 26,282 | mfu: 7.4% | epoch: 1 | remaining: 3428s    
step 00034 (4.8%) | loss: 2.256660 | lrm: 1.00 | dt: 7478ms | tok/sec: 26,291 | mfu: 7.4% | epoch: 1 | remaining: 3421s    
step 00035 (5.0%) | loss: 2.221890 | lrm: 1.00 | dt: 7482ms | tok/sec: 26,275 | mfu: 7.4% | epoch: 1 | remaining: 3413s    
step 00036 (5.2%) | loss: 2.190927 | lrm: 1.00 | dt: 7478ms | tok/sec: 26,291 | mfu: 7.4% | epoch: 1 | remaining: 3406s    
step 00037 (5.4%) | loss: 2.157784 | lrm: 1.00 | dt: 7475ms | tok/sec: 26,302 | mfu: 7.4% | epoch: 1 | remaining: 3398s    
step 00038 (5.6%) | loss: 2.113192 | lrm: 1.00 | dt: 7478ms | tok/sec: 26,291 | mfu: 7.4% | epoch: 1 | remaining: 3391s    
step 00039 (5.8%) | loss: 2.082004 | lrm: 1.00 | dt: 7479ms | tok/sec: 26,288 | mfu: 7.4% | epoch: 1 | remaining: 3383s    
